Date,Open,High,Low,Close,Volume,Price_Change,Daily_Return,Cumulative_Return,Volatility,7_days_SMA,30_days_SMA,7_days_EMA,30_days_EMA,Avg_Gain,Avg_Loss,RSI_14,VIX
2018-01-02,79.64058991326594,79.80702821520374,79.05805938376504,79.47415161132812,22483800,,,,,,,79.47415161132812,79.47415161132812,,,,9.770000457763672
2018-01-03,79.5758660334768,79.99196532467292,79.49265040797539,79.8440170288086,26061400,0.36986541748046875,0.4653908346065938,1.004653908346066,,,,79.56661796569824,79.49801389632687,,,,9.149999618530273
2018-01-04,80.06595080048189,81.05533938346264,80.04746078653521,80.5467758178711,21912000,0.7027587890625,0.8801646199851687,1.0134965166006262,,,,79.81165742874146,79.56567595578133,,,,9.220000267028809
2018-01-05,81.05532846638616,81.74882029629885,80.84265453453824,81.54539489746094,23407100,0.9986190795898438,1.2398001899515787,1.0260618483385935,,,,80.24509179592133,79.69339975847033,,,,9.220000267028809
2018-01-08,81.55464979527765,81.90602356183749,80.99985765097225,81.62862396240234,22113000,0.08322906494140625,0.10206470279046087,1.0271090953145465,,,,80.59097483754158,79.81825293291756,,,,9.520000457763672
2018-01-09,81.97072998348771,82.04470413327556,81.24025112709992,81.57312774658203,19484300,-0.0554962158203125,-0.06798621993906462,1.026410802665992,,,,80.8365130648017,79.9314706628314,,,,10.079999923706055
2018-01-10,81.24026466894988,81.54540279676549,80.82417235252088,81.20327758789062,18652200,-0.36985015869140625,-0.4533970547756838,1.0217570863168048,,80.83076695033482,,80.92820419557393,80.01352272251265,,,,9.819999694824219
2018-01-11,81.48991599786228,81.48991599786228,80.66697287110772,81.44368743896484,17808900,0.24040985107421875,0.2960592949145635,1.024782093142294,,81.11212921142578,,81.05707500642166,80.10579141389665,,,,9.880000114440918
2018-01-12,81.98922905445504,83.01559756885716,81.7858036473391,82.84915924072266,24271500,1.4054718017578125,1.7256976519034684,1.0424667336607778,,81.54143524169922,,81.5050960649969,80.28278288659511,,,,10.15999984741211
2018-01-16,83.31148409656204,83.94949884015071,81.37895690882785,81.6933364868164,36599700,-1.15582275390625,-1.3950929188646821,1.0279233540779564,,81.70522962297711,,81.55215617045178,80.37378634467392,,,,11.65999984741211
2018-01-17,82.3683321726704,83.47791620059243,82.06319409589473,83.34846496582031,25621200,1.6551284790039062,2.0260262956342867,1.0487493515305417,,81.96281106131417,,82.00123336929391,80.56570109442531,,,,11.90999984741211
2018-01-18,83.03410039018276,83.83854648644713,82.90464913205827,83.31149291992188,24159700,-0.0369720458984375,-0.04435840049795692,1.0482841430929701,,82.20322091238839,,82.3287982569509,80.74284895413477,,,,12.220000267028809
2018-01-19,83.34847590997298,83.78306527858496,82.9046450623518,83.21902465820312,36875000,-0.09246826171875,-0.11099100313521904,1.0471206420068437,,82.43834904261998,,82.55135485726396,80.902602225365,,,,11.270000457763672
2018-01-22,83.21902899736216,84.71697405895789,82.9786164938695,84.70772552490234,23601600,1.4887008666992188,1.7888948744756439,1.0658525295012806,,82.93898446219308,,83.09044752417356,81.14809405114161,0.49601309640066965,0.12218638828822545,80.23511967990154,11.029999732971191
2018-01-23,84.97586822509766,85.34573195076203,84.64299157745609,84.97586822509766,23412800,0.2681427001953125,0.3165504663638741,1.069226490654168,,83.44358171735492,,83.56180269940458,81.39504722365491,0.4797366395288584,0.11345878912478077,80.87328667007847,11.100000381469727
2018-01-24,85.57691082065044,86.39060551535566,84.6799934222403,84.90190887451172,33277500,-0.0739593505859375,-0.08703571040901137,1.0682958817821457,,83.73683166503906,,83.89682924318137,81.62129636241987,0.4454697367053685,0.11063740065772054,80.10502055730962,11.470000267028809
2018-01-25,85.50293301335189,86.2149149591018,85.00361797606448,85.37348175048828,26383200,0.4715728759765625,0.5554325953655015,1.074229545324511,,84.26256670270648,,84.26599237000809,81.86337283906944,0.4473342466533109,0.10273472918216907,81.32330058678023,11.579999923706055
2018-01-26,86.10394999464043,86.9731216430664,85.60463501980992,86.9731216430664,29172200,1.599639892578125,1.8736964450544624,1.094357346126981,,84.78037479945591,,84.94277468827266,82.19303405223054,0.5296417927907976,0.09539653424058557,84.73749046819721,11.079999923706055
