Date,Open,High,Low,Close,Volume,Price_Change,Daily_Return,Cumulative_Return,Volatility,7_days_SMA,30_days_SMA,7_days_EMA,30_days_EMA,Avg_Gain,Avg_Loss,RSI_14,VIX
2018-01-02,4.841151755564002,4.933138501526369,4.809500949825355,4.929429054260254,355616000,,,,,,,4.929429054260254,4.929429054260254,,,,9.770000457763672
2018-01-03,5.046882740805515,5.28426698740037,5.03822815348775,5.253851890563965,914704000,0.32442283630371094,6.581347103947643,1.0658134710394764,,,,5.010534763336182,4.950359559828235,,,,9.149999618530273
2018-01-04,5.3352064693164865,5.391832477743887,5.259292754415443,5.281547546386719,583268000,0.027695655822753906,0.5271495352294986,1.0714319017984744,,,,5.078287959098816,4.971726526702976,,,,9.220000267028809
2018-01-05,5.296383136738964,5.363641775182718,5.2194804115183695,5.326303482055664,580124000,0.04475593566894531,0.8474019267243893,1.0805112363778544,,,,5.140291839838028,4.994602459306376,,,,9.220000267028809
2018-01-08,5.44994322158076,5.563689536835627,5.404938879667377,5.48950719833374,881216000,0.16320371627807617,3.0641084727505596,1.1136192727207301,,,,5.227595679461956,5.026531797308142,,,,9.520000457763672
2018-01-09,5.49494599839511,5.534509967275113,5.406421582653127,5.488022327423096,497000000,-0.0014848709106445312,-0.027049257009725824,1.113318046981542,,,,5.292702341452241,5.056305379896203,,,,10.079999923706055
2018-01-10,5.3955428836259856,5.534511564878863,5.34114252862259,5.531049728393555,582664000,0.043027400970458984,0.7840237958846474,1.1220467253937556,,5.328530175345285,,5.352289188187569,5.086934047541194,,,,9.819999694824219
2018-01-11,5.563688400804682,5.595092530864461,5.519425957343691,5.5409393310546875,406032000,0.009889602661132812,0.17880155028013878,1.1240529623336273,,5.415888786315918,,5.399451723904349,5.116224710993678,,,,9.880000114440918
2018-01-12,5.5290697517843315,5.56344096542708,5.4731856372155345,5.513738632202148,359916000,-0.027200698852539062,-0.4909041089854571,1.1185349401543587,,5.453015463692801,,5.428023450978799,5.141870770426483,,,,10.15999984741211
2018-01-16,5.540197575090755,5.625754435379126,5.358203126153109,5.442770957946777,702348000,-0.0709676742553711,-1.28710624477002,1.1041382070896975,,5.476047379629953,,5.431710327720793,5.161283685750374,,,,11.65999984741211
2018-01-17,5.457359933195069,5.566655358783492,5.3633956276540165,5.556764602661133,538408000,0.11399364471435547,2.0944045890433305,1.1272633283683648,,5.508970396859305,,5.462973896455878,5.186798583615584,,,,11.90999984741211
2018-01-18,5.537477368206907,5.604241746360774,5.506320847057665,5.549841403961182,408632000,-0.006923198699951172,-0.12459046216634073,1.125858865777719,,5.517589569091797,,5.484690773332204,5.210220701057236,,,,12.220000267028809
2018-01-19,5.6400954134999735,5.714277723985604,5.613142623694635,5.69004487991333,609380000,0.14020347595214844,2.526260945980874,1.1543009986107249,,5.546449933733259,,5.536029299977486,5.241177099693114,,,,11.270000457763672
2018-01-22,5.697958460790192,5.780301092872821,5.640343426580612,5.778570175170898,550944000,0.08852529525756836,1.555792566242764,1.1722595277391765,,5.581809997558594,,5.596664518775839,5.275847620691681,0.06826554025922503,0.007612603051321847,89.96733088187766,11.029999732971191
2018-01-23,5.831981984779269,5.930397634663795,5.813436638514121,5.90764856338501,475228000,0.12907838821411133,2.2337426785735026,1.1984447891139307,,5.6341970307486395,,5.6744105299281316,5.316608971833187,0.07260931511314547,0.007068845690513144,91.12825193351028,11.100000381469727
2018-01-24,5.910861699798519,5.946716689604456,5.775107771517207,5.830744743347168,579972000,-0.0769038200378418,-1.3017670095422318,1.1828438302216675,,5.679483618055071,,5.713494083282891,5.349779021608282,0.06742293546220651,0.012057058143893762,84.83007157291925,11.470000267028809
2018-01-25,5.885145225391306,5.92841863641957,5.829508723788727,5.8443450927734375,409884000,0.013600349426269531,0.23325235497211327,1.1856028413113018,,5.736851351601737,,5.746206835655528,5.38168651007055,0.06357846503106815,0.011195839705044208,85.02715639475929,11.579999923706055
2018-01-26,5.8881131845141965,6.017190593944492,5.875254871411579,6.016943454742432,516356000,0.17259836196899414,2.953254115374082,1.2206167060143198,,5.802591187613351,,5.813890990427254,5.42267082908164,0.07136560052663429,0.01039613686896962,87.28483860529046,11.079999923706055
2018-01-29,6.002352610367219,6.135139430330577,5.949683204465569,6.103982448577881,455116000,0.08703899383544922,1.4465649293553984,1.238273719205376,,5.881754193987165,,5.8864138549649105,5.4666264174362365,0.07248512862012106,0.00965355566404322,88.24724823854483,13.84000015258789
2018-01-30,5.962048083017877,6.093351153932858,5.895283713744563,6.001859188079834,570832000,-0.10212326049804688,-1.6730595370869628,1.217556662650969,,5.926299095153809,,5.915275188243641,5.501157563929372,0.06730761943296956,0.016258534580757766,80.54411529087842,14.789999961853027
2018-01-31,6.0772791601650855,6.16382552682533,6.044638859288856,6.078021049499512,478576000,0.07616186141967773,1.2689711476560728,1.233007105406374,,5.969077791486468,,5.955961653557609,5.538374562998413,0.067940065289163,0.015097210682132212,81.8187548838294,13.539999961853027
2018-02-01,5.898004765274062,6.105221582380116,5.886630229072852,5.946965217590332,519224000,-0.1310558319091797,-2.1562253707556933,1.2064206933763815,1.9804396862193936,5.9746944563729425,,5.95371254456579,5.564735250391441,0.06308720348279422,0.023379969341207032,72.96087222743415,13.470000267028809
2018-02-02,5.8604184560445685,5.884404164370299,5.716257066890043,5.77436637878418,718464000,-0.17259883880615234,-2.902301131602858,1.1714067319406276,1.6828812576939938,5.966640404292515,,5.908876003120388,5.578259839320005,0.05858097466259463,0.034038460017274556,63.24911706174254,17.309999465942383
2018-02-05,5.613144705341204,5.767196885713722,5.069139321235609,5.284268856048584,1165204000,-0.4900975227355957,-8.487468417942479,1.0719839555215147,2.577815711822428,5.886629513331822,,5.752724216352437,5.559292679108945,0.05439661932955216,0.0666141073542975,44.95189874503253,37.31999969482422
2018-02-06,5.05430117098827,5.58099671752354,5.0444099445250625,5.578029632568359,1114800000,0.2937607765197754,5.559156517623531,1.1315772214527675,2.8434250061332262,5.823927538735526,,5.709050570406418,5.560501514816004,0.07149405912885383,0.06185595682899053,53.61383620040592,29.979999542236328
2018-02-07,5.676941039803043,5.810222191644457,5.6057257940156875,5.657653331756592,802932000,0.07962369918823242,1.4274520652119538,1.1477299438698632,2.784526789839277,5.760166236332485,,5.696201260743961,5.566769373973463,0.07207474770452373,0.057437674198348346,55.65083769229196,27.729999542236328
2018-02-08,5.783267826738345,5.816402397562051,5.378478394746524,5.378726005554199,1144000000,-0.2789273262023926,-4.930088675401234,1.0911458398829461,3.0000978756908157,5.671147210257394,,5.61683244694652,5.5546375437528654,0.0669265514399149,0.07325836362720864,47.74162142044245,33.459999084472656
2018-02-09,5.891327880361345,5.907153278806874,5.37872674561961,5.7387590408325195,1674604000,0.3600330352783203,6.693648921817941,1.1641833116297322,3.3403103404047005,5.622681209019253,,5.64731409541802,5.566516350016069,0.08786272885694386,0.0680256233681223,56.36260028593459,29.059999465942383
